Country,Alfredton,Ballarat,Ballarat - North,Ballarat - South,Buninyong,Delacombe,Smythes Creek,Wendouree - Miners Rest,Bacchus Marsh Region,Creswick - Clunes,Daylesford,Gordon (Vic.),Avoca,Beaufort,Golden Plains - North,Maryborough (Vic.),Maryborough Region,Bendigo,California Gully - Eaglehawk,East Bendigo - Kennington,Flora Hill - Spring Gully,Kangaroo Flat - Golden Square,Maiden Gully,Strathfieldsaye,White Hills - Ascot,Bendigo Region - South,Castlemaine,Castlemaine Region,Heathcote,Kyneton,Woodend,Bendigo Region - North,Loddon,Bannockburn,Golden Plains - South,Winchelsea,Belmont,Corio - Norlane,Geelong,Geelong West - Hamlyn Heights,Grovedale,Highton,Lara,Leopold,Newcomb - Moolap,Newtown (Vic.),North Geelong - Bell Park,Clifton Springs,Lorne - Anglesea,Ocean Grove - Barwon Heads,Portarlington,Queenscliff,Torquay,Alexandra,Euroa,Kilmore - Broadford,Mansfield (Vic.),Nagambie,Seymour,Seymour Region,Upper Yarra Valley,Yea,Benalla,Benalla Region,Rutherglen,Wangaratta,Wangaratta Region,Beechworth,Bright - Mount Beauty,Chiltern - Indigo Valley,Myrtleford,Towong,West Wodonga,Wodonga,Yackandandah,Drouin,Mount Baw Baw Region,Trafalgar (Vic.),Warragul,Alps - East,Bairnsdale,Bruthen - Omeo,Lake King,Lakes Entrance,Orbost,Paynesville,Foster,French Island,Korumburra,Leongatha,Phillip Island,Wilsons Promontory,Wonthaggi - Inverloch,Churchill,Moe - Newborough,Morwell,Traralgon,Yallourn North - Glengarry,Alps - West,Longford - Loch Sport,Maffra,Rosedale,Sale,Yarram,Brunswick,Brunswick East,Brunswick West,Coburg,Pascoe Vale South,Alphington - Fairfield,Northcote,Thornbury,Ascot Vale,Essendon - Aberfeldie,Flemington,Moonee Ponds,Carlton,Docklands,East Melbourne,Flemington Racecourse,Kensington,Melbourne,North Melbourne,Parkville,South Yarra - West,Southbank,West Melbourne,Albert Park,Elwood,Port Melbourne,Port Melbourne Industrial,South Melbourne,St Kilda,St Kilda East,Armadale,Prahran - Windsor,South Yarra - East,Toorak,Abbotsford,Carlton North - Princes Hill,Collingwood,Fitzroy,Fitzroy North,Richmond (Vic.),Yarra - North,Ashburton (Vic.),Balwyn,Balwyn North,Camberwell,Glen Iris - East,Hawthorn,Hawthorn East,Kew,Kew East,Surrey Hills (West) - Canterbury,Bulleen,Doncaster,Doncaster East,Templestowe,Templestowe Lower,Blackburn,Blackburn South,Box Hill,Box Hill North,Burwood,Burwood East,Surrey Hills (East) - Mont Albert,Beaumaris,Brighton (Vic.),Brighton East,Cheltenham - Highett (West),Hampton,Sandringham - Black Rock,Bentleigh - McKinnon,Bentleigh East,Carnegie,Caulfield - North,Caulfield - South,Elsternwick,Hughesdale,Murrumbeena,Ormond - Glen Huntly,Aspendale Gardens - Waterways,Braeside,Carrum - Patterson Lakes,Chelsea - Bonbeach,Chelsea Heights,Cheltenham - Highett (East),Edithvale - Aspendale,Mentone,Moorabbin - Heatherton,Moorabbin Airport,Mordialloc - Parkdale,Malvern - Glen Iris,Malvern East,Bundoora - East,Greensborough,Heidelberg - Rosanna,Heidelberg West,Ivanhoe,Ivanhoe East - Eaglemont,Montmorency - Briar Hill,Viewbank - Yallambie,Watsonia,Kingsbury,Preston,Reservoir - East,Reservoir - West,Eltham,Hurstbridge,Kinglake,Panton Hill - St Andrews,Plenty - Yarrambat,Research - North Warrandyte,Wattle Glen - Diamond Creek,Bundoora - North,Bundoora - West,Epping,Lalor,Mill Park - North,Mill Park - South,South Morang,Thomastown,Wallan,Whittlesea,Airport West,Essendon Airport,Keilor,Keilor East,Niddrie - Essendon West,Strathmore,Gisborne,Macedon,Riddells Creek,Romsey,Coburg North,Fawkner,Glenroy - Hadfield,Pascoe Vale,Sunbury,Sunbury - South,Broadmeadows,Campbellfield - Coolaroo,Craigieburn - Mickleham,Gladstone Park - Westmeadows,Greenvale - Bulla,Meadow Heights,Melbourne Airport,Roxburgh Park - Somerton,Tullamarine,Bayswater,Boronia - The Basin,Ferntree Gully,Knoxfield - Scoresby,Lysterfield,Rowville - Central,Rowville - North,Rowville - South,Wantirna,Wantirna South,Donvale - Park Orchards,Warrandyte - Wonga Park,Bayswater North,Croydon,Croydon Hills - Warranwood,Ringwood,Ringwood East,Ringwood North,Forest Hill,Mitcham (Vic.),Nunawading,Vermont,Vermont South,Belgrave - Selby,Chirnside Park,Healesville - Yarra Glen,Kilsyth,Lilydale - Coldstream,Monbulk - Silvan,Montrose,Mooroolbark,Mount Dandenong - Olinda,Mount Evelyn,Upwey - Tecoma,Wandin - Seville,Yarra Valley,Beaconsfield - Officer,Bunyip - Garfield,Emerald - Cockatoo,Koo Wee Rup,Pakenham - North,Pakenham - South,Berwick - North,Berwick - South,Doveton,Endeavour Hills,Hallam,Narre Warren,Narre Warren North,Cranbourne,Cranbourne East,Cranbourne North,Cranbourne South,Cranbourne West,Hampton Park - Lynbrook,Lynbrook - Lyndhurst,Narre Warren South,Pearcedale - Tooradin,Clarinda - Oakleigh South,Clayton South,Dandenong,Dandenong North,Dingley Village,Keysborough,Noble Park,Noble Park North,Springvale,Springvale South,Ashwood - Chadstone,Clayton,Glen Waverley - East,Glen Waverley - West,Mount Waverley - North,Mount Waverley - South,Mulgrave,Oakleigh - Huntingdale,Wheelers Hill,Ardeer - Albion,Cairnlea,Deer Park - Derrimut,Delahey,Keilor Downs,Kings Park (Vic.),St Albans - North,St Albans - South,Sunshine,Sunshine North,Sunshine West,Sydenham,Taylors Lakes,Altona,Altona Meadows,Altona North,Newport,Seabrook,Williamstown,Braybrook,Footscray,Maribyrnong,Seddon - Kingsville,West Footscray - Tottenham,Yarraville,Bacchus Marsh,Caroline Springs,Hillside,Melton,Melton South,Melton West,Rockbank - Mount Cottrell,Taylors Hill,Hoppers Crossing - North,Hoppers Crossing - South,Laverton,Point Cook,Tarneit,Truganina,Werribee,Werribee - South,Wyndham Vale,Carrum Downs,Frankston,Frankston North,Frankston South,Langwarrin,Seaford (Vic.),Skye - Sandhurst,Dromana,Flinders,Hastings - Somers,Mornington,Mount Eliza,Mount Martha,Point Nepean,Rosebud - McCrae,Somerville,Ararat,Ararat Region,Horsham,Horsham Region,Nhill Region,St Arnaud,Stawell,West Wimmera,Yarriambiack,Irymple,Merbein,Mildura,Mildura Region,Red Cliffs,Buloke,Gannawarra,Kerang,Robinvale,Swan Hill,Swan Hill Region,Echuca,Kyabram,Lockington - Gunbower,Rochester,Rushworth,Cobram,Moira,Numurkah,Yarrawonga,Mooroopna,Shepparton - North,Shepparton - South,Shepparton Region - East,Shepparton Region - West,Glenelg (Vic.),Hamilton (Vic.),Portland,Southern Grampians,Camperdown,Colac,Colac Region,Corangamite - North,Corangamite - South,Moyne - East,Moyne - West,Otway,Warrnambool - North,Warrnambool - South,Migratory - Offshore - Shipping (Vic.),No Usual Address (Vic.)
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,4,0,8,5,3,0,0,0,0,0,7,0,3,0,0,0,5,0,3,0,0,6,0,0,6,3,0,0,0,3,7,4,0,0,0,4,3,0,6,0,3,6,3,3,3,3,0,5,0,6,0,7,4,3,8,0,7,3,0,0,7,3,0,0,4,0,0,4,3,0,0,0,4,3,4,0,0,0,0,0,0,0,3,0,8,5,4,3,3,7,3,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,6,7,6,0,0,0,0,4,3,3,7,8,0,8,0,8,0,0,3,0,8,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,3,0,3,17,10,5,4,34,7,24,12,11,7,16,0,5,41,28,18,0,28,18,14,25,0,20,29,11,12,9,9,19,5,5,0,8,8,32,5,0,0,7,0,3,0,0,0,0,0,3,3,6,4,3,4,5,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,3,3,0,3,8,0,3,0,0,7,3,3,0,7,3,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,7,37,6,0,0,14,14,91,15,185,7,177,5,0,0,70,0,229,3,0,0,0,0,0,5,0,10,3,0,0,0,3,0,0,23,60,57,12,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,22,403,16,0,0,28,17,4,94,107,45,9,0,0,0,0,0,0,17,16,42,18,11,12,22,8,0,0,0,0,0,0,3,3,0,0,0,0,5,10,19,5,0,0,47,41,37,17,0,49,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,11,0,0,0,0,0,0,0,0,0,0,7,0,23,14,0,9,21,15,12,19,20,4,0,8,0,0,0,8,0,7,12,22,4,4,5,16,12,7,15,21,0,0,0,12,6,0,8,0,166,23,0,11,6,4,0,3,0,0,3,4,0,0,25,24,5,4,40,53,24,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
South Africa,29,37,45,34,23,9,3,12,8,15,18,4,3,0,9,3,9,34,7,16,24,27,4,17,24,10,19,5,7,30,10,3,8,5,9,3,43,39,27,26,59,131,18,26,17,19,36,31,11,38,6,8,107,15,13,17,25,3,3,12,0,7,15,0,4,44,9,14,16,6,3,14,38,50,3,43,11,10,58,0,26,14,0,24,6,18,17,0,14,29,19,0,45,14,24,14,78,5,0,9,15,11,48,4,71,29,32,62,18,24,70,42,22,45,10,26,37,35,26,3,53,70,39,40,33,69,0,69,111,105,0,70,149,162,68,110,116,122,24,24,18,35,42,130,34,34,92,119,148,105,107,87,149,28,108,46,201,419,317,147,91,62,69,89,38,36,78,148,258,298,67,119,137,309,493,217,569,995,150,33,72,218,137,0,81,69,23,154,83,95,120,0,139,128,139,21,106,54,33,39,20,64,64,24,29,36,23,25,115,6,9,9,41,23,48,37,10,38,14,17,16,164,15,56,23,3,0,17,22,13,13,39,11,6,6,9,12,15,44,49,75,4,13,72,12,16,13,3,13,10,70,101,188,111,54,134,91,133,109,166,191,83,74,141,204,94,96,82,45,71,61,49,91,46,45,47,40,127,10,24,146,62,24,57,15,31,45,14,58,8,41,107,252,391,22,182,75,206,47,73,78,59,34,45,92,89,268,14,44,22,60,134,83,79,64,35,24,19,117,49,183,101,96,126,80,68,146,5,17,27,16,18,8,7,7,9,3,14,32,54,60,46,19,65,11,64,18,18,24,18,11,31,38,118,73,35,35,41,3,41,52,48,9,510,111,36,54,28,60,119,125,57,110,97,63,187,47,16,36,117,161,90,39,30,46,18,4,28,11,22,8,21,4,3,8,0,46,13,12,3,3,28,0,19,10,23,8,0,3,0,0,9,14,13,11,31,28,5,0,13,50,27,10,0,4,3,3,12,13,12,3,38,17,0,30
Swaziland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,4,3,3,0,0,0,0,3,4,0,0,4,0,0,0,0,0,3,7,0,0,0,4,0,0,0,3,9,0,3,0,0,6,3,3,3,3,0,3,0,4,0,3,3,0,0,0,3,0,5,7,3,0,3,4,3,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,0,5,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,3,0,0,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,5,0,0,0,0,0,0,3,0,0,0,0,3,25,0,0,5,5,0,0,3,3,4,0,7,0,3,3,0,6,5,0,3,0,0,3,4,0,3,6,11,3,0,0,4,0,0,0,4,8,3,3,0,0,0,3,3,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,4,4,0,0,0,0,0,3,5,3,4,0,5,0,0,0,3,0,0,0,3,0,3,10,0,0,0,0,0,0,0,3,0,9,3,5,0,0,0,6,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0,0,3,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,8,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,4,4,0,0,10,0,0,0,0,0,3,3,3,0,0,3,10,9,3,0,0,3,0,14,27,0,0,0,7,0,0,5,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,5,26,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Zambia,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,5,6,0,3,6,0,9,0,3,0,0,4,11,0,3,4,0,5,3,3,0,8,3,5,0,3,3,0,0,0,6,0,3,6,0,3,0,3,4,5,6,3,6,0,5,0,8,14,6,6,6,0,3,4,3,3,0,6,8,6,0,4,4,3,0,0,3,3,0,0,0,0,0,0,4,0,0,3,0,0,4,0,3,3,3,0,0,0,0,3,0,0,5,4,0,5,3,0,7,0,0,0,0,3,3,0,5,0,0,5,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,0,0,0,6,0,3,0,0,3,0,3,6,3,3,0,0,14,8,7,0,3,0,0,0,3,7,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,8,9,4,3,0,0,0,0,0,3,0,0,3,0,3,0,3,0,9,3,0,0,3,0,0,0,9,3,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,0,0,0,0,3,3,3,0,0,0,0,0,0,6,3,0,0,8,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Zimbabwe,11,3,11,12,3,4,0,0,0,0,0,0,0,0,6,0,0,4,0,9,11,4,0,0,5,0,6,0,0,0,0,0,3,0,3,4,19,4,18,14,19,39,3,4,4,9,6,0,0,3,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,5,7,0,11,0,4,3,0,12,3,0,0,0,0,0,0,0,0,0,0,6,3,5,3,31,0,0,3,0,0,11,0,12,3,8,13,0,3,14,9,3,3,5,5,4,3,8,0,8,8,13,11,10,12,0,9,25,7,0,4,21,17,10,16,18,23,3,5,7,13,0,29,7,3,22,10,20,14,13,13,16,3,14,8,25,26,21,14,22,7,32,17,29,19,16,17,18,9,9,10,14,13,30,14,32,39,9,3,12,11,0,0,14,15,5,32,5,15,8,0,18,18,16,9,9,10,11,4,4,0,3,7,7,6,35,21,13,0,0,11,5,3,19,4,5,29,4,6,0,58,17,3,3,0,0,3,8,3,0,7,4,0,3,7,0,8,15,3,11,14,3,60,0,9,0,0,9,6,4,18,20,8,3,3,5,9,11,16,15,19,3,18,18,24,7,10,12,10,34,9,6,6,3,7,4,5,0,0,25,13,0,3,3,5,3,0,3,3,6,35,31,55,10,12,0,17,0,15,20,30,12,16,19,18,28,0,10,16,8,9,7,24,25,4,10,7,28,46,23,14,13,13,14,21,18,0,0,22,3,3,3,3,3,3,3,6,7,7,10,12,10,4,6,8,10,0,7,10,3,6,3,32,7,6,6,15,0,6,9,7,0,51,37,7,6,6,28,20,49,19,21,23,9,21,3,0,3,22,10,8,3,11,0,3,0,17,0,16,4,3,0,7,0,0,9,0,0,3,0,0,0,18,9,8,0,0,0,0,0,0,0,0,7,12,0,0,3,12,15,18,0,0,11,0,0,0,0,3,0,7,6,0,10
